  cell  ,E,W,N,S
"(195, 186)",0,1,0,0
"(196, 186)",1,0,0,1
"(197, 186)",0,0,1,1
"(198, 186)",0,0,1,1
"(199, 186)",0,0,1,1
"(200, 186)",0,0,1,1
"(201, 186)",1,1,1,0
"(202, 186)",1,1,0,0
"(203, 186)",0,0,0,1
"(204, 186)",0,0,1,1
"(205, 186)",1,1,1,0
"(206, 186)",1,1,0,1
"(207, 186)",0,0,1,0
"(208, 186)",1,1,0,0
"(209, 186)",0,1,0,1
"(210, 186)",0,0,1,1
"(211, 186)",0,1,1,0
"(212, 186)",1,1,0,0
"(213, 186)",0,1,0,1
"(214, 186)",0,0,1,0
"(215, 186)",1,1,0,0
"(216, 186)",1,0,0,0
"(217, 186)",0,1,0,1
"(218, 186)",0,0,1,1
"(219, 186)",0,1,1,0
"(220, 186)",1,1,0,0
"(221, 186)",1,0,0,1
"(222, 186)",0,1,1,0
"(223, 186)",1,1,0,0
"(224, 186)",1,0,0,0
"(225, 186)",1,1,0,0
"(226, 186)",1,1,0,0
"(227, 186)",1,1,0,0
"(228, 186)",1,1,0,0
"(229, 186)",0,1,0,1
"(230, 186)",0,1,1,0
"(231, 186)",1,0,0,1
"(232, 186)",0,0,1,1
"(233, 186)",0,1,1,0
"(234, 186)",1,1,0,0
"(235, 186)",0,1,0,1
"(236, 186)",0,0,1,1
"(237, 186)",0,1,1,0
"(238, 186)",1,1,0,0
"(239, 186)",1,1,0,0
"(240, 186)",1,1,0,0
"(241, 186)",0,1,0,0
"(242, 186)",1,0,0,1
"(243, 186)",0,1,1,0
"(244, 186)",1,1,0,0
"(245, 186)",1,0,0,1
"(246, 186)",0,1,1,0
"(247, 186)",1,0,0,1
"(248, 186)",0,0,1,1
"(249, 186)",0,1,1,0
"(250, 186)",1,1,0,0
"(1, 187)",0,1,0,1
"(2, 187)",0,1,1,0
"(3, 187)",1,1,0,0
"(4, 187)",1,1,0,1
"(5, 187)",0,0,1,0
"(6, 187)",0,1,0,1
"(7, 187)",1,0,1,0
"(8, 187)",0,1,0,1
"(9, 187)",1,0,1,0
"(10, 187)",0,0,0,1
"(11, 187)",1,1,1,0
"(12, 187)",1,1,0,1
"(13, 187)",1,0,1,0
"(14, 187)",0,1,0,1
"(15, 187)",0,1,1,0
"(16, 187)",1,1,0,1
"(17, 187)",0,0,1,0
"(18, 187)",1,1,0,0
"(19, 187)",1,1,0,0
"(20, 187)",1,0,0,1
"(21, 187)",0,1,1,0
"(22, 187)",1,0,0,1
"(23, 187)",0,1,1,1
"(24, 187)",0,1,1,0
"(25, 187)",1,1,0,0
"(26, 187)",1,1,0,0
"(27, 187)",0,0,0,1
"(28, 187)",1,1,1,0
"(29, 187)",1,0,0,0
"(30, 187)",0,1,0,1
"(31, 187)",0,1,1,0
"(32, 187)",1,1,0,0
"(33, 187)",1,0,0,1
"(34, 187)",0,0,1,1
"(35, 187)",0,1,1,0
"(36, 187)",1,0,0,1
"(37, 187)",1,0,1,0
"(38, 187)",1,1,0,0
"(39, 187)",1,1,0,0
"(40, 187)",1,0,0,1
"(41, 187)",1,0,1,1
"(42, 187)",0,1,1,0
"(43, 187)",0,1,0,1
"(44, 187)",1,0,1,0
"(45, 187)",1,0,0,0
"(46, 187)",1,1,0,0
"(47, 187)",1,0,0,1
"(48, 187)",0,0,1,1
"(49, 187)",0,0,1,1
"(50, 187)",0,0,1,1
"(51, 187)",1,0,1,0
"(52, 187)",0,1,0,0
"(53, 187)",1,1,0,0
"(54, 187)",1,1,0,0
"(55, 187)",1,1,0,0
"(56, 187)",1,1,0,0
"(57, 187)",1,0,0,1
"(58, 187)",1,1,1,0
"(59, 187)",0,1,0,1
"(60, 187)",0,0,1,1
"(61, 187)",0,0,1,1
"(62, 187)",0,1,1,1
"(63, 187)",0,0,1,1
"(64, 187)",1,0,1,1
"(65, 187)",0,0,1,0
"(66, 187)",1,0,0,1
"(67, 187)",0,1,1,0
"(68, 187)",0,1,0,1
"(69, 187)",0,1,1,0
"(70, 187)",1,1,0,0
"(71, 187)",1,0,0,0
"(72, 187)",1,1,0,0
"(73, 187)",1,0,0,1
"(74, 187)",0,0,1,1
"(75, 187)",0,1,1,0
"(76, 187)",1,1,0,0
"(77, 187)",1,1,0,0
"(78, 187)",0,0,0,1
"(79, 187)",1,1,1,0
"(80, 187)",1,0,0,1
"(81, 187)",1,0,1,1
"(82, 187)",0,0,1,1
"(83, 187)",0,1,1,0
"(84, 187)",0,1,0,1
"(85, 187)",1,1,1,0
"(86, 187)",1,0,0,0
"(87, 187)",0,1,0,1
"(88, 187)",0,1,1,0
"(89, 187)",0,1,0,0
"(90, 187)",1,1,0,0
"(91, 187)",1,1,0,0
"(92, 187)",1,1,0,0
"(93, 187)",0,0,0,1
"(94, 187)",0,1,1,1
"(95, 187)",0,0,1,1
"(96, 187)",0,0,1,1
"(97, 187)",0,1,1,1
"(98, 187)",0,0,1,1
"(99, 187)",0,0,1,1
"(100, 187)",0,0,1,1
"(101, 187)",0,0,1,1
"(102, 187)",1,0,1,0
"(103, 187)",1,1,0,0
"(104, 187)",0,1,0,1
"(105, 187)",0,0,1,1
"(106, 187)",1,0,1,0
"(107, 187)",1,0,0,1
"(108, 187)",1,0,1,0
"(109, 187)",1,1,0,0
"(110, 187)",0,1,0,1
"(111, 187)",0,1,1,0
"(112, 187)",1,0,0,1
"(113, 187)",0,1,1,0
"(114, 187)",0,1,0,0
"(115, 187)",1,0,0,1
"(116, 187)",0,0,1,1
"(117, 187)",0,0,1,1
"(118, 187)",0,0,1,1
"(119, 187)",0,1,1,0
"(120, 187)",1,1,0,1
"(121, 187)",1,0,1,0
"(122, 187)",0,1,0,1
"(123, 187)",0,0,1,1
"(124, 187)",0,0,1,1
"(125, 187)",0,1,1,0
"(126, 187)",1,1,0,0
"(127, 187)",1,1,0,0
"(128, 187)",1,0,0,1
"(129, 187)",0,1,1,0
"(130, 187)",1,1,0,0
"(131, 187)",0,1,0,1
"(132, 187)",1,0,1,1
"(133, 187)",1,0,1,0
"(134, 187)",0,1,0,1
"(135, 187)",0,1,1,0
"(136, 187)",1,0,0,0
"(137, 187)",1,1,0,0
"(138, 187)",0,0,0,1
"(139, 187)",0,0,1,1
"(140, 187)",0,0,1,1
"(141, 187)",1,0,1,0
"(142, 187)",1,0,0,1
"(143, 187)",0,0,1,1
"(144, 187)",0,1,1,0
"(145, 187)",0,1,0,1
"(146, 187)",0,1,1,0
"(147, 187)",1,1,0,0
"(148, 187)",1,0,0,0
"(149, 187)",0,1,0,1
"(150, 187)",1,0,1,0
"(151, 187)",0,1,0,0
"(152, 187)",1,0,0,1
"(153, 187)",1,0,1,1
"(154, 187)",0,1,1,0
"(155, 187)",0,1,0,1
"(156, 187)",0,0,1,1
"(157, 187)",1,0,1,0
"(158, 187)",1,1,0,1
"(159, 187)",0,0,1,0
"(160, 187)",1,0,0,1
"(161, 187)",0,1,1,0
"(162, 187)",1,1,0,0
"(163, 187)",0,0,0,1
"(164, 187)",1,0,1,1
"(165, 187)",1,0,1,1
"(166, 187)",0,1,1,0
"(167, 187)",1,1,0,0
"(168, 187)",1,0,0,0
"(169, 187)",1,0,0,1
"(170, 187)",0,0,1,1
"(171, 187)",0,0,1,1
"(172, 187)",0,1,1,0
"(173, 187)",1,1,0,0
"(174, 187)",0,1,0,1
"(175, 187)",0,0,1,1
"(176, 187)",1,0,1,0
"(177, 187)",0,1,0,1
"(178, 187)",1,0,1,0
"(179, 187)",1,1,0,0
"(180, 187)",1,0,0,0
"(181, 187)",0,1,0,1
"(182, 187)",0,0,1,1
"(183, 187)",0,1,1,0
"(184, 187)",1,1,0,0
"(185, 187)",0,1,0,1
"(186, 187)",1,0,1,0
"(187, 187)",1,1,0,0
"(188, 187)",1,0,0,1
"(189, 187)",0,1,1,0
"(190, 187)",1,0,0,1
"(191, 187)",0,1,1,0
"(192, 187)",1,1,0,1
"(193, 187)",1,0,1,0
"(194, 187)",0,1,0,1
"(195, 187)",0,0,1,1
"(196, 187)",0,1,1,0
"(197, 187)",1,0,0,0
"(198, 187)",1,0,0,1
"(199, 187)",1,0,1,1
"(200, 187)",0,0,1,0
"(201, 187)",1,1,0,0
"(202, 187)",0,1,0,1
"(203, 187)",0,0,1,1
"(204, 187)",1,0,1,0
"(205, 187)",1,1,0,0
"(206, 187)",0,1,0,0
"(207, 187)",1,0,0,1
"(208, 187)",0,1,1,1
"(209, 187)",0,0,1,0
"(210, 187)",1,0,0,1
"(211, 187)",0,0,1,1
"(212, 187)",0,1,1,1
"(213, 187)",1,0,1,0
"(214, 187)",1,0,0,1
"(215, 187)",0,1,1,0
"(216, 187)",1,1,0,1
"(217, 187)",0,0,1,1
"(218, 187)",1,0,1,0
"(219, 187)",0,0,0,1
"(220, 187)",1,1,1,0
"(221, 187)",0,1,0,1
"(222, 187)",1,0,1,0
"(223, 187)",1,1,0,0
"(224, 187)",1,1,0,1
"(225, 187)",0,1,1,0
"(226, 187)",1,1,0,0
"(227, 187)",0,1,0,1
"(228, 187)",0,1,1,1
"(229, 187)",0,0,1,1
"(230, 187)",0,0,1,1
"(231, 187)",1,1,1,0
"(232, 187)",1,0,0,1
"(233, 187)",1,0,1,0
"(234, 187)",0,1,0,1
"(235, 187)",0,0,1,1
"(236, 187)",0,0,1,1
"(237, 187)",0,0,1,1
"(238, 187)",1,1,1,0
"(239, 187)",0,1,0,1
"(240, 187)",0,1,1,0
"(241, 187)",1,0,0,1
"(242, 187)",0,1,1,0
"(243, 187)",0,0,0,1
"(244, 187)",1,1,1,0
"(245, 187)",0,1,0,1
"(246, 187)",1,0,1,0
"(247, 187)",0,1,0,1
"(248, 187)",1,0,1,0
"(249, 187)",1,0,0,1
"(250, 187)",0,1,1,0
"(1, 188)",1,0,0,1
"(2, 188)",0,0,1,0
"(3, 188)",0,1,0,1
"(4, 188)",1,1,1,0
"(5, 188)",1,0,0,1
"(6, 188)",1,0,1,0
"(7, 188)",1,1,0,0
"(8, 188)",0,0,0,1
"(9, 188)",0,1,1,1
"(10, 188)",1,0,1,0
"(11, 188)",0,1,0,0
"(12, 188)",1,1,0,0
"(13, 188)",1,1,0,0
"(14, 188)",1,0,0,1
"(15, 188)",0,0,1,1
"(16, 188)",1,1,1,0
"(17, 188)",1,0,0,1
"(18, 188)",0,1,1,0
"(19, 188)",0,1,0,0
"(20, 188)",1,1,0,0
"(21, 188)",1,0,0,1
"(22, 188)",0,1,1,0
"(23, 188)",1,0,0,1
"(24, 188)",0,0,1,1
"(25, 188)",1,1,1,0
"(26, 188)",1,1,0,0
"(27, 188)",1,0,0,1
"(28, 188)",0,1,1,0
"(29, 188)",1,1,0,0
"(30, 188)",1,0,0,1
"(31, 188)",0,0,1,1
"(32, 188)",0,1,1,0
"(33, 188)",1,1,0,1
"(34, 188)",1,0,1,0
"(35, 188)",1,0,0,1
"(36, 188)",0,1,1,0
"(37, 188)",0,1,0,1
"(38, 188)",0,1,1,0
"(39, 188)",1,1,0,0
"(40, 188)",1,1,0,0
"(41, 188)",0,1,0,0
"(42, 188)",1,0,0,1
"(43, 188)",0,0,1,1
"(44, 188)",0,1,1,0
"(45, 188)",1,1,0,1
"(46, 188)",0,1,1,0
"(47, 188)",0,1,0,1
"(48, 188)",1,0,1,0
"(49, 188)",1,0,0,0
"(50, 188)",1,0,0,1
"(51, 188)",0,1,1,0
"(52, 188)",1,0,0,1
"(53, 188)",0,1,1,0
"(54, 188)",0,1,0,1
"(55, 188)",0,1,1,1
"(56, 188)",1,1,1,0
"(57, 188)",1,1,0,0
"(58, 188)",0,1,0,0
"(59, 188)",1,0,0,1
"(60, 188)",0,0,1,1
"(61, 188)",0,0,1,1
"(62, 188)",0,0,1,1
"(63, 188)",1,0,1,0
"(64, 188)",0,1,0,1
"(65, 188)",1,0,1,1
"(66, 188)",0,1,1,0
"(67, 188)",1,0,0,1
"(68, 188)",1,0,1,1
"(69, 188)",0,0,1,0
"(70, 188)",1,1,0,0
"(71, 188)",1,1,0,0
"(72, 188)",0,1,0,1
"(73, 188)",0,1,1,0
"(74, 188)",1,0,0,1
"(75, 188)",0,0,1,1
"(76, 188)",0,1,1,0
"(77, 188)",0,1,0,1
"(78, 188)",0,0,1,1
"(79, 188)",0,1,1,0
"(80, 188)",1,1,0,0
"(81, 188)",0,1,0,1
"(82, 188)",0,0,1,1
"(83, 188)",1,0,1,0
"(84, 188)",1,0,0,1
"(85, 188)",0,1,1,0
"(86, 188)",1,1,0,0
"(87, 188)",1,0,0,1
"(88, 188)",1,0,1,1
"(89, 188)",0,0,1,1
"(90, 188)",0,1,1,0
"(91, 188)",1,1,0,0
"(92, 188)",0,1,0,1
"(93, 188)",0,0,1,1
"(94, 188)",0,0,1,1
"(95, 188)",0,0,1,1
"(96, 188)",1,0,1,0
"(97, 188)",1,0,0,1
"(98, 188)",1,0,1,0
"(99, 188)",0,0,0,1
"(100, 188)",1,0,1,0
"(101, 188)",1,0,0,1
"(102, 188)",0,1,1,1
"(103, 188)",0,1,1,1
"(104, 188)",0,0,1,1
"(105, 188)",1,0,1,0
"(106, 188)",1,1,0,0
"(107, 188)",1,1,0,0
"(108, 188)",1,1,0,0
"(109, 188)",0,1,0,1
"(110, 188)",1,0,1,1
"(111, 188)",1,0,1,0
"(112, 188)",1,1,0,0
"(113, 188)",1,0,0,1
"(114, 188)",1,0,1,0
"(115, 188)",0,1,0,1
"(116, 188)",1,0,1,0
"(117, 188)",0,0,0,1
"(118, 188)",0,0,1,1
"(119, 188)",1,0,1,1
"(120, 188)",0,1,1,0
"(121, 188)",1,1,0,0
"(122, 188)",1,0,0,0
"(123, 188)",1,0,0,1
"(124, 188)",0,0,1,1
"(125, 188)",1,0,1,0
"(126, 188)",1,1,0,0
"(127, 188)",0,1,0,1
"(128, 188)",0,1,1,0
"(129, 188)",1,0,0,0
"(130, 188)",0,1,0,1
"(131, 188)",1,0,1,0
"(132, 188)",0,1,0,0
"(133, 188)",0,1,0,1
"(134, 188)",0,0,1,1
"(135, 188)",1,0,1,1
"(136, 188)",0,1,1,0
"(137, 188)",0,1,0,1
"(138, 188)",0,0,1,1
"(139, 188)",0,0,1,1
"(140, 188)",1,0,1,1
"(141, 188)",0,1,1,0
"(142, 188)",0,1,0,1
"(143, 188)",0,0,1,1
"(144, 188)",1,0,1,0
"(145, 188)",1,0,0,1
"(146, 188)",0,0,1,1
"(147, 188)",0,1,1,0
"(148, 188)",0,1,0,1
"(149, 188)",1,0,1,0
"(150, 188)",0,1,0,1
"(151, 188)",0,0,1,1
"(152, 188)",0,1,1,0
"(153, 188)",1,1,0,0
"(154, 188)",1,0,0,1
"(155, 188)",0,0,1,1
"(156, 188)",0,0,1,1
"(157, 188)",0,1,1,0
"(158, 188)",1,1,0,0
"(159, 188)",1,0,0,1
"(160, 188)",0,1,1,0
"(161, 188)",1,0,0,1
"(162, 188)",0,1,1,0
"(163, 188)",1,0,0,1
"(164, 188)",0,1,1,0
"(165, 188)",1,1,0,0
"(166, 188)",1,0,0,1
"(167, 188)",0,1,1,0
"(168, 188)",1,1,0,0
"(169, 188)",1,1,0,0
"(170, 188)",0,0,0,1
"(171, 188)",0,0,1,1
"(172, 188)",0,0,1,1
"(173, 188)",0,1,1,1
"(174, 188)",1,0,1,0
"(175, 188)",1,0,0,0
"(176, 188)",1,1,0,1
"(177, 188)",0,0,1,0
"(178, 188)",1,1,0,0
"(179, 188)",0,1,0,1
"(180, 188)",0,1,1,1
"(181, 188)",1,0,1,0
"(182, 188)",1,0,0,1
"(183, 188)",1,0,1,1
"(184, 188)",0,1,1,0
"(185, 188)",1,0,0,1
"(186, 188)",0,1,1,1
"(187, 188)",0,1,1,0
"(188, 188)",0,1,0,1
"(189, 188)",1,0,1,0
"(190, 188)",0,1,0,1
"(191, 188)",0,0,1,0
"(192, 188)",1,1,0,0
"(193, 188)",0,1,0,0
"(194, 188)",1,0,0,1
"(195, 188)",1,0,1,0
"(196, 188)",1,0,0,1
"(197, 188)",0,1,1,1
"(198, 188)",0,1,1,0
"(199, 188)",0,1,0,1
"(200, 188)",1,0,1,0
"(201, 188)",1,1,0,0
"(202, 188)",1,0,0,1
"(203, 188)",0,0,1,1
"(204, 188)",0,1,1,0
"(205, 188)",0,1,0,1
"(206, 188)",1,0,1,0
"(207, 188)",0,1,0,1
"(208, 188)",0,0,1,1
"(209, 188)",1,0,1,0
"(210, 188)",0,1,0,1
"(211, 188)",0,0,1,1
"(212, 188)",1,0,1,0
"(213, 188)",0,1,0,1
"(214, 188)",0,1,1,0
"(215, 188)",1,0,0,1
"(216, 188)",1,1,1,0
"(217, 188)",0,0,0,1
"(218, 188)",0,1,1,1
"(219, 188)",1,0,1,0
"(220, 188)",1,1,0,0
"(221, 188)",1,0,0,1
"(222, 188)",0,1,1,0
"(223, 188)",1,1,0,0
"(224, 188)",1,1,0,0
"(225, 188)",1,0,0,1
"(226, 188)",1,1,1,0
"(227, 188)",1,0,0,1
"(228, 188)",1,0,1,0
"(229, 188)",1,0,0,1
"(230, 188)",1,0,1,0
"(231, 188)",0,1,0,0
"(232, 188)",1,1,0,0
"(233, 188)",0,1,0,1
"(234, 188)",1,0,1,0
"(235, 188)",1,0,0,1
"(236, 188)",0,0,1,1
"(237, 188)",0,0,1,1
"(238, 188)",0,1,1,0
"(239, 188)",1,0,0,1
"(240, 188)",1,0,1,0
"(241, 188)",1,1,0,0
"(242, 188)",1,0,0,1
"(243, 188)",0,0,1,1
"(244, 188)",1,1,1,0
"(245, 188)",1,0,0,0
"(246, 188)",1,1,0,0
"(247, 188)",1,0,0,0
"(248, 188)",1,1,0,0
"(249, 188)",0,1,0,1
"(250, 188)",1,0,1,0
"(1, 189)",1,1,0,1
"(2, 189)",0,0,1,1
"(3, 189)",0,0,1,1
"(4, 189)",0,1,1,0
"(5, 189)",1,1,0,0
"(6, 189)",0,1,0,1
"(7, 189)",0,1,1,0
"(8, 189)",1,0,0,1
"(9, 189)",1,0,1,0
"(10, 189)",0,1,0,1
"(11, 189)",0,0,1,1
"(12, 189)",0,1,1,0
"(13, 189)",1,1,0,0
"(14, 189)",0,1,0,1
"(15, 189)",1,0,1,0
"(16, 189)",1,1,0,0
"(17, 189)",0,1,0,1
"(18, 189)",0,0,1,1
"(19, 189)",0,0,1,1
"(20, 189)",0,1,1,0
"(21, 189)",1,1,0,0
"(22, 189)",1,0,0,1
"(23, 189)",0,1,1,0
"(24, 189)",1,0,0,0
"(25, 189)",1,1,0,0
"(26, 189)",0,1,0,1
"(27, 189)",0,1,1,0
"(28, 189)",1,0,0,1
"(29, 189)",0,1,1,0
"(30, 189)",0,1,0,1
"(31, 189)",1,0,1,0
"(32, 189)",1,0,0,0
"(33, 189)",1,1,0,0
"(34, 189)",1,1,0,0
"(35, 189)",0,1,0,1
"(36, 189)",0,0,1,1
"(37, 189)",0,0,1,1
"(38, 189)",0,0,1,1
"(39, 189)",0,1,1,0
"(40, 189)",1,1,0,0
"(41, 189)",1,0,0,1
"(42, 189)",1,1,1,0
"(43, 189)",1,0,0,1
"(44, 189)",0,0,1,0
"(45, 189)",1,1,0,0
"(46, 189)",1,0,0,1
"(47, 189)",0,0,1,1
"(48, 189)",0,1,1,0
"(49, 189)",1,1,0,0
"(50, 189)",1,1,0,0
"(51, 189)",1,0,0,1
"(52, 189)",0,1,1,0
"(53, 189)",1,0,0,1
"(54, 189)",0,0,1,1
"(55, 189)",1,0,1,0
"(56, 189)",1,1,0,0
"(57, 189)",0,1,0,1
"(58, 189)",1,0,1,0
"(59, 189)",0,1,0,1
"(60, 189)",1,0,1,0
"(61, 189)",1,0,0,1
"(62, 189)",1,0,1,0
"(63, 189)",0,1,0,1
"(64, 189)",1,0,1,0
"(65, 189)",1,1,0,0
"(66, 189)",0,0,0,1
"(67, 189)",0,1,1,0
"(68, 189)",1,1,0,0
"(69, 189)",1,0,0,1
"(70, 189)",0,1,1,0
"(71, 189)",0,1,0,1
"(72, 189)",0,0,1,1
"(73, 189)",0,0,1,1
"(74, 189)",0,1,1,1
"(75, 189)",0,0,1,1
"(76, 189)",1,0,1,0
"(77, 189)",1,0,0,1
"(78, 189)",1,0,1,0
"(79, 189)",0,0,0,1
"(80, 189)",0,1,1,0
"(81, 189)",1,0,0,1
"(82, 189)",0,0,1,1
"(83, 189)",1,1,1,0
"(84, 189)",1,1,0,0
"(85, 189)",1,0,0,0
"(86, 189)",1,1,0,1
"(87, 189)",0,1,1,0
"(88, 189)",1,1,0,0
"(89, 189)",1,0,0,1
"(90, 189)",1,0,1,0
"(91, 189)",1,1,0,0
"(92, 189)",0,0,0,1
"(93, 189)",0,0,1,1
"(94, 189)",1,0,1,1
"(95, 189)",1,0,1,0
"(96, 189)",0,1,0,1
"(97, 189)",0,1,1,0
"(98, 189)",1,1,0,0
"(99, 189)",1,0,0,1
"(100, 189)",1,1,1,0
"(101, 189)",1,1,0,0
"(102, 189)",1,0,0,1
"(103, 189)",1,0,1,0
"(104, 189)",0,0,0,1
"(105, 189)",1,1,1,0
"(106, 189)",1,1,0,0
"(107, 189)",1,1,0,0
"(108, 189)",0,1,0,1
"(109, 189)",0,0,1,1
"(110, 189)",0,1,1,0
"(111, 189)",0,1,0,0
"(112, 189)",0,1,0,1
"(113, 189)",0,1,1,0
"(114, 189)",0,1,0,1
"(115, 189)",1,0,1,0
"(116, 189)",0,1,0,1
"(117, 189)",0,0,1,1
"(118, 189)",1,0,1,0
"(119, 189)",0,1,0,1
"(120, 189)",1,0,1,0
"(121, 189)",1,1,0,0
"(122, 189)",1,1,0,0
"(123, 189)",1,1,0,0
"(124, 189)",1,0,0,1
"(125, 189)",0,1,1,0
"(126, 189)",1,1,0,1
"(127, 189)",0,0,1,0
"(128, 189)",1,0,0,1
"(129, 189)",0,1,1,1
"(130, 189)",1,0,1,0
"(131, 189)",0,1,0,1
"(132, 189)",0,0,1,1
"(133, 189)",0,0,1,1
"(134, 189)",1,0,1,0
"(135, 189)",1,1,0,0
"(136, 189)",1,0,0,1
"(137, 189)",0,0,1,1
"(138, 189)",0,0,1,1
"(139, 189)",0,0,1,1
"(140, 189)",0,1,1,1
"(141, 189)",1,0,1,1
"(142, 189)",0,0,1,0
"(143, 189)",1,0,0,1
"(144, 189)",0,1,1,0
"(145, 189)",1,1,0,0
"(146, 189)",1,0,0,1
"(147, 189)",0,0,1,1
"(148, 189)",1,0,1,0
"(149, 189)",1,1,0,1
"(150, 189)",1,0,1,0
"(151, 189)",1,0,0,1
"(152, 189)",1,0,1,0
"(153, 189)",0,1,0,1
"(154, 189)",0,1,1,0
"(155, 189)",1,0,0,1
"(156, 189)",0,0,1,1
"(157, 189)",1,0,1,0
"(158, 189)",0,1,0,0
"(159, 189)",0,1,0,1
"(160, 189)",0,0,1,1
"(161, 189)",0,1,1,1
"(162, 189)",0,0,1,1
"(163, 189)",0,1,1,0
"(164, 189)",0,0,0,1
"(165, 189)",0,1,1,0
"(166, 189)",1,1,0,0
"(167, 189)",0,0,0,1
"(168, 189)",1,1,1,0
"(169, 189)",0,1,0,1
"(170, 189)",0,0,1,1
"(171, 189)",0,0,1,1
"(172, 189)",1,0,1,0
"(173, 189)",1,0,0,1
"(174, 189)",0,1,1,1
"(175, 189)",0,1,1,0
"(176, 189)",1,1,0,0
"(177, 189)",1,0,0,1
"(178, 189)",0,1,1,1
"(179, 189)",0,0,1,1
"(180, 189)",1,0,1,0
"(181, 189)",1,1,0,0
"(182, 189)",0,1,0,0
"(183, 189)",0,1,0,1
"(184, 189)",0,0,1,1
"(185, 189)",0,1,1,0
"(186, 189)",1,0,0,1
"(187, 189)",0,0,1,1
"(188, 189)",0,0,1,1
"(189, 189)",0,1,1,0
"(190, 189)",1,0,0,1
"(191, 189)",0,0,1,1
"(192, 189)",0,1,1,0
"(193, 189)",1,0,0,1
"(194, 189)",0,1,1,0
"(195, 189)",0,1,0,1
"(196, 189)",0,1,1,0
"(197, 189)",1,0,0,0
"(198, 189)",1,0,0,1
"(199, 189)",1,0,1,0
"(200, 189)",0,1,0,1
"(201, 189)",0,1,1,0
"(202, 189)",0,1,0,1
"(203, 189)",0,0,1,1
"(204, 189)",1,0,1,0
"(205, 189)",1,0,0,0
"(206, 189)",1,1,0,0
"(207, 189)",1,0,0,1
"(208, 189)",1,0,1,0
"(209, 189)",1,1,0,0
"(210, 189)",1,0,0,1
"(211, 189)",0,0,1,1
"(212, 189)",0,1,1,0
"(213, 189)",0,0,0,1
"(214, 189)",1,0,1,1
"(215, 189)",0,1,1,0
"(216, 189)",0,1,0,1
"(217, 189)",1,0,1,0
"(218, 189)",0,0,0,1
"(219, 189)",0,1,1,1
"(220, 189)",1,1,1,0
"(221, 189)",0,1,0,1
"(222, 189)",1,0,1,0
"(223, 189)",1,1,0,0
"(224, 189)",0,1,0,1
"(225, 189)",0,1,1,0
"(226, 189)",0,1,0,1
"(227, 189)",0,1,1,0
"(228, 189)",1,1,0,0
"(229, 189)",1,1,0,0
"(230, 189)",0,1,0,1
"(231, 189)",0,0,1,1
"(232, 189)",0,1,1,0
"(233, 189)",0,0,0,1
"(234, 189)",1,1,1,0
"(235, 189)",0,1,0,0
"(236, 189)",1,0,0,1
"(237, 189)",0,0,1,1
"(238, 189)",0,0,1,1
"(239, 189)",0,1,1,0
"(240, 189)",0,1,0,1
"(241, 189)",0,1,1,0
"(242, 189)",1,1,0,0
"(243, 189)",1,0,0,1
"(244, 189)",0,1,1,0
"(245, 189)",1,1,0,1
"(246, 189)",0,1,1,0
"(247, 189)",1,1,0,0
"(248, 189)",0,1,0,1
"(249, 189)",0,0,1,1
"(250, 189)",0,1,1,0
"(1, 190)",0,1,0,1
"(2, 190)",1,0,1,0
"(3, 190)",1,0,0,1
"(4, 190)",0,0,1,1
"(5, 190)",0,1,1,0
"(6, 190)",1,0,0,1
"(7, 190)",0,0,1,1
"(8, 190)",0,1,1,0
"(9, 190)",0,1,0,1
"(10, 190)",1,0,1,0
"(11, 190)",1,0,0,1
"(12, 190)",0,0,1,1
"(13, 190)",0,1,1,1
"(14, 190)",0,0,1,1
"(15, 190)",0,1,1,0
"(16, 190)",1,1,0,0
"(17, 190)",1,0,0,1
"(18, 190)",1,0,1,1
"(19, 190)",0,0,1,1
"(20, 190)",0,0,1,0
"(21, 190)",1,1,0,0
"(22, 190)",0,1,0,1
"(23, 190)",1,0,1,0
"(24, 190)",0,1,0,1
"(25, 190)",1,1,1,0
"(26, 190)",1,0,0,1
"(27, 190)",0,0,1,1
"(28, 190)",0,1,1,1
"(29, 190)",0,0,1,1
"(30, 190)",0,0,1,1
"(31, 190)",0,1,1,0
"(32, 190)",1,1,0,0
"(33, 190)",1,1,0,0
"(34, 190)",0,1,0,1
"(35, 190)",0,0,1,1
"(36, 190)",1,0,1,1
"(37, 190)",0,0,1,1
"(38, 190)",1,0,1,0
"(39, 190)",1,0,0,1
"(40, 190)",1,1,1,0
"(41, 190)",1,1,0,0
"(42, 190)",0,1,0,0
"(43, 190)",1,1,0,1
"(44, 190)",1,0,1,0
"(45, 190)",1,1,0,0
"(46, 190)",0,1,0,1
"(47, 190)",0,0,1,1
"(48, 190)",0,0,1,1
"(49, 190)",1,1,1,0
"(50, 190)",0,1,0,1
"(51, 190)",0,1,1,1
"(52, 190)",0,0,1,0
"(53, 190)",1,1,0,0
"(54, 190)",1,0,0,0
"(55, 190)",1,1,0,0
"(56, 190)",0,1,0,1
"(57, 190)",1,0,1,0
"(58, 190)",1,1,0,0
"(59, 190)",1,0,0,1
"(60, 190)",0,1,1,0
"(61, 190)",1,1,0,0
"(62, 190)",0,1,0,1
"(63, 190)",1,0,1,0
"(64, 190)",1,1,0,0
"(65, 190)",0,1,0,1
"(66, 190)",0,0,1,1
"(67, 190)",1,0,1,0
"(68, 190)",1,1,0,0
