  cell  ,E,W,N,S
"(240, 202)",1,1,0,1
"(241, 202)",0,1,1,1
"(242, 202)",1,0,1,0
"(243, 202)",0,1,0,0
"(244, 202)",0,1,0,1
"(245, 202)",1,1,1,0
"(246, 202)",1,1,0,1
"(247, 202)",1,1,1,0
"(248, 202)",0,1,0,1
"(249, 202)",1,0,1,1
"(250, 202)",1,1,1,0
"(1, 203)",1,1,0,1
"(2, 203)",0,0,1,1
"(3, 203)",1,1,1,0
"(4, 203)",1,1,0,0
"(5, 203)",1,1,0,1
"(6, 203)",0,0,1,1
"(7, 203)",0,0,1,1
"(8, 203)",1,1,1,1
"(9, 203)",1,0,1,1
"(10, 203)",0,1,1,0
"(11, 203)",1,1,0,1
"(12, 203)",0,0,1,1
"(13, 203)",1,1,1,0
"(14, 203)",1,0,0,1
"(15, 203)",1,1,1,0
"(16, 203)",1,1,0,1
"(17, 203)",1,1,1,0
"(18, 203)",1,1,0,0
"(19, 203)",1,1,0,0
"(20, 203)",1,0,0,1
"(21, 203)",1,0,1,1
"(22, 203)",0,1,1,1
"(23, 203)",1,0,1,0
"(24, 203)",1,1,0,1
"(25, 203)",1,0,1,0
"(26, 203)",1,0,0,1
"(27, 203)",1,1,1,0
"(28, 203)",1,0,0,1
"(29, 203)",0,1,1,1
"(30, 203)",1,1,1,1
"(31, 203)",1,0,1,0
"(32, 203)",1,1,0,0
"(33, 203)",1,1,0,1
"(34, 203)",0,1,1,0
"(35, 203)",1,1,0,0
"(36, 203)",1,1,0,1
"(37, 203)",1,0,1,1
"(38, 203)",1,1,1,1
"(39, 203)",1,1,1,0
"(40, 203)",0,1,0,1
"(41, 203)",1,1,1,1
"(42, 203)",1,1,1,1
"(43, 203)",0,0,1,1
"(44, 203)",1,0,1,0
"(45, 203)",1,1,0,0
"(46, 203)",1,1,0,0
"(47, 203)",1,1,0,1
"(48, 203)",0,1,1,1
"(49, 203)",1,0,1,1
"(50, 203)",1,1,1,1
"(51, 203)",0,0,1,1
"(52, 203)",0,1,1,1
"(53, 203)",1,1,1,0
"(54, 203)",0,1,0,1
"(55, 203)",1,1,1,0
"(56, 203)",1,1,0,1
"(57, 203)",0,0,1,1
"(58, 203)",0,0,1,1
"(59, 203)",1,1,1,1
"(60, 203)",1,0,1,1
"(61, 203)",1,1,1,0
"(62, 203)",1,1,0,1
"(63, 203)",1,1,1,0
"(64, 203)",0,1,0,1
"(65, 203)",1,1,1,1
"(66, 203)",0,1,1,1
"(67, 203)",1,1,1,0
"(68, 203)",1,1,0,0
"(69, 203)",1,1,0,1
"(70, 203)",1,0,1,0
"(71, 203)",1,0,0,1
"(72, 203)",0,1,1,1
"(73, 203)",1,0,1,1
"(74, 203)",1,1,1,0
"(75, 203)",1,0,0,1
"(76, 203)",1,1,1,1
"(77, 203)",1,0,1,1
"(78, 203)",0,1,1,1
"(79, 203)",1,0,1,1
"(80, 203)",0,1,1,1
"(81, 203)",1,1,1,0
"(82, 203)",0,0,0,1
"(83, 203)",1,1,1,1
"(84, 203)",0,1,1,1
"(85, 203)",1,0,1,1
"(86, 203)",0,0,1,1
"(87, 203)",1,0,1,1
"(88, 203)",0,1,1,1
"(89, 203)",0,1,1,0
"(90, 203)",0,0,0,1
"(91, 203)",0,1,1,1
"(92, 203)",1,0,1,1
"(93, 203)",0,1,1,1
"(94, 203)",0,0,1,1
"(95, 203)",1,0,1,0
"(96, 203)",1,1,0,1
"(97, 203)",1,0,1,0
"(98, 203)",1,1,0,1
"(99, 203)",1,1,1,0
"(100, 203)",1,1,0,0
"(101, 203)",1,1,0,1
"(102, 203)",1,0,1,1
"(103, 203)",1,1,1,1
"(104, 203)",1,0,1,1
"(105, 203)",0,1,1,1
"(106, 203)",1,0,1,1
"(107, 203)",1,1,1,0
"(108, 203)",1,1,0,0
"(109, 203)",0,1,0,1
"(110, 203)",1,1,1,0
"(111, 203)",1,1,0,1
"(112, 203)",0,1,1,1
"(113, 203)",1,0,1,1
"(114, 203)",1,1,1,1
"(115, 203)",1,0,1,1
"(116, 203)",0,1,1,1
"(117, 203)",1,1,1,1
"(118, 203)",1,1,1,1
"(119, 203)",0,0,1,1
"(120, 203)",1,1,1,1
"(121, 203)",1,0,1,0
"(122, 203)",1,1,0,0
"(123, 203)",1,0,0,1
"(124, 203)",0,1,1,1
"(125, 203)",1,0,1,1
"(126, 203)",1,1,1,0
"(127, 203)",1,1,0,1
"(128, 203)",1,1,1,0
"(129, 203)",1,1,0,1
"(130, 203)",0,0,1,1
"(131, 203)",0,1,1,1
"(132, 203)",1,0,1,0
"(133, 203)",1,1,0,0
"(134, 203)",0,1,0,1
"(135, 203)",1,1,1,0
"(136, 203)",0,1,0,1
"(137, 203)",0,0,1,1
"(138, 203)",1,0,1,1
"(139, 203)",0,1,1,0
"(140, 203)",1,1,0,0
"(141, 203)",1,1,0,0
"(142, 203)",1,0,0,1
"(143, 203)",0,1,1,1
"(144, 203)",1,0,1,1
"(145, 203)",1,0,1,1
"(146, 203)",1,1,1,0
"(147, 203)",1,1,0,1
"(148, 203)",1,1,1,0
"(149, 203)",1,0,0,0
"(150, 203)",1,1,0,1
"(151, 203)",1,0,1,0
"(152, 203)",0,1,0,1
"(153, 203)",1,1,1,0
"(154, 203)",1,1,0,1
"(155, 203)",0,0,1,1
"(156, 203)",1,1,1,0
"(157, 203)",0,1,0,1
"(158, 203)",1,0,1,1
"(159, 203)",0,1,1,1
"(160, 203)",0,0,1,1
"(161, 203)",1,0,1,1
"(162, 203)",0,1,1,1
"(163, 203)",1,0,1,1
"(164, 203)",1,1,1,0
"(165, 203)",0,1,0,1
"(166, 203)",1,0,1,1
"(167, 203)",1,1,1,1
"(168, 203)",0,0,1,1
"(169, 203)",1,1,1,0
"(170, 203)",1,1,0,0
"(171, 203)",1,1,0,0
"(172, 203)",1,1,0,1
"(173, 203)",1,0,1,1
"(174, 203)",0,1,1,1
"(175, 203)",0,0,1,1
"(176, 203)",0,1,1,0
"(177, 203)",1,1,0,0
"(178, 203)",1,1,0,0
"(179, 203)",1,1,0,1
"(180, 203)",0,0,1,1
"(181, 203)",0,1,1,1
"(182, 203)",1,0,1,1
"(183, 203)",0,1,1,1
"(184, 203)",1,0,1,1
"(185, 203)",1,1,1,1
"(186, 203)",0,1,1,1
"(187, 203)",1,0,1,1
"(188, 203)",1,1,1,1
"(189, 203)",0,0,1,1
"(190, 203)",1,1,1,1
"(191, 203)",1,1,1,0
"(192, 203)",1,1,0,1
"(193, 203)",1,0,1,0
"(194, 203)",1,1,0,1
"(195, 203)",0,0,1,1
"(196, 203)",1,1,1,1
"(197, 203)",1,0,1,1
"(198, 203)",1,1,1,0
"(199, 203)",0,1,0,1
"(200, 203)",1,1,1,0
"(201, 203)",1,1,0,0
"(202, 203)",0,1,0,1
"(203, 203)",0,1,1,1
"(204, 203)",1,0,1,0
"(205, 203)",0,0,0,1
"(206, 203)",1,0,1,1
"(207, 203)",1,1,1,0
"(208, 203)",0,1,0,1
"(209, 203)",1,0,1,0
"(210, 203)",1,1,0,0
"(211, 203)",1,1,0,0
"(212, 203)",1,1,0,0
"(213, 203)",1,1,0,0
"(214, 203)",1,1,0,1
"(215, 203)",1,0,1,1
"(216, 203)",0,1,1,1
"(217, 203)",1,0,1,1
"(218, 203)",0,1,1,1
"(219, 203)",1,1,1,0
"(220, 203)",1,1,0,1
"(221, 203)",0,0,1,1
"(222, 203)",0,0,1,1
"(223, 203)",1,0,1,0
"(224, 203)",1,1,0,0
"(225, 203)",0,1,0,1
"(226, 203)",1,1,1,1
"(227, 203)",0,0,1,1
"(228, 203)",1,1,1,0
"(229, 203)",1,0,0,1
"(230, 203)",0,0,1,1
"(231, 203)",0,1,1,1
"(232, 203)",1,0,1,1
"(233, 203)",1,0,1,1
"(234, 203)",1,1,1,0
"(235, 203)",1,0,0,1
"(236, 203)",0,1,1,1
"(237, 203)",1,1,1,0
"(238, 203)",1,1,0,1
"(239, 203)",1,1,1,1
"(240, 203)",0,1,1,1
"(241, 203)",1,0,1,1
"(242, 203)",0,1,1,1
"(243, 203)",1,0,1,1
"(244, 203)",0,0,1,1
"(245, 203)",1,1,1,1
"(246, 203)",0,1,1,0
"(247, 203)",1,1,0,1
"(248, 203)",0,0,1,1
"(249, 203)",0,1,1,0
"(250, 203)",1,1,0,0
"(1, 204)",1,1,0,1
"(2, 204)",0,0,1,1
"(3, 204)",1,1,1,1
"(4, 204)",1,1,1,1
"(5, 204)",1,1,1,1
"(6, 204)",1,0,1,0
"(7, 204)",1,0,0,0
"(8, 204)",1,1,0,0
"(9, 204)",0,1,0,1
"(10, 204)",1,0,1,1
"(11, 204)",1,1,1,1
"(12, 204)",0,0,1,1
"(13, 204)",1,1,1,1
"(14, 204)",0,1,1,0
"(15, 204)",1,1,0,1
"(16, 204)",0,1,1,0
"(17, 204)",1,1,0,0
"(18, 204)",1,1,0,0
"(19, 204)",1,1,0,1
"(20, 204)",0,1,1,0
"(21, 204)",1,1,0,1
"(22, 204)",0,0,1,1
"(23, 204)",1,1,1,1
"(24, 204)",0,1,1,0
"(25, 204)",1,1,0,0
"(26, 204)",1,1,0,0
"(27, 204)",1,1,0,0
"(28, 204)",1,1,0,1
"(29, 204)",1,0,1,0
"(30, 204)",1,1,0,0
"(31, 204)",0,1,0,1
"(32, 204)",1,1,1,0
"(33, 204)",1,1,0,1
"(34, 204)",1,0,1,1
"(35, 204)",1,1,1,1
"(36, 204)",0,1,1,0
"(37, 204)",1,1,0,0
"(38, 204)",1,1,0,0
"(39, 204)",1,1,0,1
"(40, 204)",1,0,1,1
"(41, 204)",1,1,1,0
"(42, 204)",1,1,0,1
"(43, 204)",1,0,1,1
"(44, 204)",0,1,1,1
"(45, 204)",0,1,1,1
"(46, 204)",1,1,1,1
"(47, 204)",1,1,1,0
"(48, 204)",0,0,0,1
"(49, 204)",1,1,1,0
"(50, 204)",1,1,0,1
"(51, 204)",0,0,1,1
"(52, 204)",1,0,1,1
"(53, 204)",1,1,1,1
"(54, 204)",0,0,1,1
"(55, 204)",1,1,1,1
"(56, 204)",0,1,1,1
"(57, 204)",1,0,1,1
"(58, 204)",0,0,1,1
"(59, 204)",1,1,1,0
"(60, 204)",1,1,0,0
"(61, 204)",0,1,0,1
"(62, 204)",1,1,1,0
"(63, 204)",1,1,0,1
"(64, 204)",0,0,1,1
"(65, 204)",1,1,1,1
"(66, 204)",0,0,1,1
"(67, 204)",1,1,1,0
"(68, 204)",0,1,0,1
"(69, 204)",0,1,1,0
"(70, 204)",1,1,0,1
"(71, 204)",0,1,1,1
"(72, 204)",1,0,1,0
"(73, 204)",1,1,0,0
"(74, 204)",1,1,0,1
"(75, 204)",0,1,1,0
"(76, 204)",1,1,0,0
"(77, 204)",1,1,0,0
"(78, 204)",1,0,0,1
"(79, 204)",1,1,1,1
"(80, 204)",1,0,1,1
"(81, 204)",0,1,1,1
"(82, 204)",1,0,1,1
"(83, 204)",0,1,1,1
"(84, 204)",0,0,1,1
"(85, 204)",0,1,1,1
"(86, 204)",1,0,1,1
"(87, 204)",1,1,1,0
"(88, 204)",1,0,0,1
"(89, 204)",1,0,1,1
"(90, 204)",0,0,1,1
"(91, 204)",1,0,1,1
"(92, 204)",0,1,1,1
"(93, 204)",1,0,1,1
"(94, 204)",1,0,1,1
"(95, 204)",0,1,1,1
"(96, 204)",1,1,1,0
"(97, 204)",1,1,0,1
"(98, 204)",0,1,1,0
"(99, 204)",1,1,0,1
"(100, 204)",0,1,1,1
"(101, 204)",1,1,1,0
"(102, 204)",1,1,0,0
"(103, 204)",1,1,0,0
"(104, 204)",1,1,0,0
"(105, 204)",1,0,0,1
"(106, 204)",0,1,1,0
"(107, 204)",1,1,0,1
"(108, 204)",0,1,1,1
"(109, 204)",1,0,1,1
"(110, 204)",0,1,1,1
"(111, 204)",0,1,1,1
"(112, 204)",1,0,1,0
"(113, 204)",1,1,0,0
"(114, 204)",1,1,0,0
"(115, 204)",1,1,0,1
"(116, 204)",1,0,1,1
"(117, 204)",0,1,1,0
"(118, 204)",0,1,0,0
"(119, 204)",1,0,0,1
"(120, 204)",1,1,1,0
"(121, 204)",1,1,0,0
"(122, 204)",1,1,0,0
"(123, 204)",1,1,0,1
"(124, 204)",0,0,1,1
"(125, 204)",1,1,1,0
"(126, 204)",1,1,0,0
"(127, 204)",1,1,0,0
"(128, 204)",1,1,0,1
"(129, 204)",0,1,1,1
"(130, 204)",1,0,1,1
"(131, 204)",1,0,1,1
"(132, 204)",1,1,1,1
"(133, 204)",0,1,1,1
"(134, 204)",1,0,1,1
"(135, 204)",0,1,1,1
"(136, 204)",1,0,1,1
"(137, 204)",1,0,1,0
"(138, 204)",1,1,0,1
"(139, 204)",0,0,1,1
"(140, 204)",1,1,1,1
"(141, 204)",0,1,1,1
"(142, 204)",1,1,1,1
"(143, 204)",1,0,1,1
"(144, 204)",1,1,1,0
"(145, 204)",1,1,0,0
"(146, 204)",0,1,0,1
"(147, 204)",1,1,1,0
"(148, 204)",1,1,0,1
"(149, 204)",0,1,1,1
"(150, 204)",1,1,1,0
"(151, 204)",0,1,0,1
"(152, 204)",1,0,1,1
"(153, 204)",1,1,1,1
"(154, 204)",0,1,1,1
"(155, 204)",1,0,1,1
"(156, 204)",0,1,1,1
"(157, 204)",1,0,1,1
"(158, 204)",0,1,1,1
"(159, 204)",1,0,1,1
"(160, 204)",1,0,1,0
"(161, 204)",1,1,0,1
"(162, 204)",0,0,1,1
"(163, 204)",1,1,1,0
"(164, 204)",1,1,0,1
"(165, 204)",1,0,1,0
"(166, 204)",1,1,0,0
"(167, 204)",1,1,0,1
"(168, 204)",1,0,1,1
"(169, 204)",1,1,1,1
"(170, 204)",0,1,1,1
"(171, 204)",0,1,1,1
"(172, 204)",1,1,1,0
"(173, 204)",0,1,0,1
"(174, 204)",1,0,1,1
"(175, 204)",0,0,1,1
"(176, 204)",1,0,1,1
"(177, 204)",0,1,1,1
"(178, 204)",1,1,1,1
"(179, 204)",0,1,1,1
"(180, 204)",1,0,1,0
"(181, 204)",1,0,0,1
"(182, 204)",0,1,1,1
"(183, 204)",1,0,1,1
"(184, 204)",0,1,1,0
"(185, 204)",1,1,0,1
"(186, 204)",1,0,1,0
"(187, 204)",1,1,0,0
"(188, 204)",0,1,0,1
"(189, 204)",0,0,1,1
"(190, 204)",1,1,1,0
"(191, 204)",0,1,0,1
"(192, 204)",1,1,1,0
"(193, 204)",1,1,0,1
"(194, 204)",1,1,1,1
"(195, 204)",1,0,1,1
"(196, 204)",0,1,1,0
"(197, 204)",1,1,0,0
"(198, 204)",1,1,0,0
"(199, 204)",1,0,0,1
"(200, 204)",0,1,1,1
"(201, 204)",0,1,1,1
"(202, 204)",1,0,1,1
"(203, 204)",1,0,1,0
"(204, 204)",0,1,0,1
"(205, 204)",1,0,1,1
"(206, 204)",0,1,1,0
"(207, 204)",1,1,0,1
"(208, 204)",1,0,1,1
"(209, 204)",0,1,1,1
"(210, 204)",0,1,1,1
"(211, 204)",1,1,1,1
"(212, 204)",0,1,1,1
"(213, 204)",0,1,1,1
"(214, 204)",1,1,1,0
"(215, 204)",0,1,0,1
"(216, 204)",1,0,1,0
"(217, 204)",1,1,0,1
"(218, 204)",1,0,1,1
"(219, 204)",1,1,1,1
"(220, 204)",1,1,1,0
"(221, 204)",1,0,0,1
"(222, 204)",1,0,1,1
"(223, 204)",0,1,1,1
"(224, 204)",1,1,1,1
"(225, 204)",0,0,1,1
"(226, 204)",1,1,1,1
"(227, 204)",1,0,1,0
"(228, 204)",0,1,0,1
"(229, 204)",1,1,1,1
"(230, 204)",0,0,1,1
"(231, 204)",1,0,1,1
"(232, 204)",0,1,1,0
"(233, 204)",1,1,0,0
"(234, 204)",1,1,0,0
"(235, 204)",1,1,0,1
"(236, 204)",1,0,1,0
"(237, 204)",1,1,0,1
"(238, 204)",1,1,1,0
"(239, 204)",1,1,0,1
"(240, 204)",0,0,1,1
"(241, 204)",1,1,1,1
"(242, 204)",0,0,1,1
"(243, 204)",1,1,1,1
"(244, 204)",1,0,1,1
"(245, 204)",1,1,1,0
"(246, 204)",1,0,0,1
"(247, 204)",1,1,1,0
"(248, 204)",1,0,0,1
"(249, 204)",0,0,1,1
"(250, 204)",1,1,1,0
"(1, 205)",1,1,0,1
"(2, 205)",0,0,1,1
"(3, 205)",1,1,1,0
"(4, 205)",0,1,0,0
"(5, 205)",1,1,0,0
"(6, 205)",1,1,0,1
"(7, 205)",0,1,1,1
"(8, 205)",1,1,1,0
"(9, 205)",1,0,0,1
"(10, 205)",1,1,1,0
"(11, 205)",1,1,0,1
"(12, 205)",0,0,1,1
"(13, 205)",1,1,1,1
"(14, 205)",1,0,1,1
"(15, 205)",0,1,1,0
"(16, 205)",1,0,0,1
"(17, 205)",1,1,1,1
"(18, 205)",0,1,1,1
"(19, 205)",0,1,1,1
"(20, 205)",0,0,1,0
"(21, 205)",1,1,0,1
"(22, 205)",1,0,1,0
"(23, 205)",0,1,0,1
"(24, 205)",1,0,1,1
"(25, 205)",0,1,1,1
"(26, 205)",1,1,1,1
"(27, 205)",1,1,1,1
"(28, 205)",1,1,1,0
"(29, 205)",1,1,0,1
"(30, 205)",1,1,1,0
"(31, 205)",1,0,0,1
"(32, 205)",1,1,1,1
"(33, 205)",0,1,1,0
"(34, 205)",1,1,0,0
"(35, 205)",1,1,0,1
"(36, 205)",0,0,1,1
"(37, 205)",1,1,1,0
"(38, 205)",1,1,0,0
"(39, 205)",1,1,0,0
"(40, 205)",1,1,0,0
"(41, 205)",1,1,0,1
"(42, 205)",1,1,1,0
"(43, 205)",1,1,0,1
"(44, 205)",0,0,1,1
"(45, 205)",1,0,1,0
"(46, 205)",0,1,0,0
"(47, 205)",1,1,0,1
"(48, 205)",0,0,1,1
"(49, 205)",1,1,1,0
"(50, 205)",1,1,0,1
"(51, 205)",1,0,1,1
"(52, 205)",1,1,1,0
"(53, 205)",1,1,0,0
"(54, 205)",1,0,0,0
"(55, 205)",1,1,0,1
"(56, 205)",0,0,1,1
"(57, 205)",1,1,1,1
"(58, 205)",0,0,1,1
"(59, 205)",0,1,1,1
"(60, 205)",1,1,1,1
"(61, 205)",0,0,1,1
"(62, 205)",0,1,1,1
"(63, 205)",0,1,1,1
"(64, 205)",1,0,1,1
"(65, 205)",0,1,1,1
"(66, 205)",1,0,1,1
"(67, 205)",1,1,1,1
"(68, 205)",1,0,1,1
"(69, 205)",1,0,1,1
"(70, 205)",1,1,1,1
"(71, 205)",0,0,1,0
"(72, 205)",0,1,0,1
"(73, 205)",1,1,1,1
"(74, 205)",1,1,1,1
"(75, 205)",1,0,1,0
"(76, 205)",0,1,0,1
"(77, 205)",1,1,1,1
"(78, 205)",0,1,1,0
"(79, 205)",1,1,0,0
"(80, 205)",1,1,0,1
"(81, 205)",1,0,1,1
"(82, 205)",1,1,1,1
"(83, 205)",0,0,1,1
"(84, 205)",1,0,1,0
"(85, 205)",1,0,0,1
"(86, 205)",1,1,1,0
"(87, 205)",0,1,0,1
"(88, 205)",1,1,1,0
"(89, 205)",1,1,0,1
"(90, 205)",1,0,1,0
"(91, 205)",1,1,0,1
"(92, 205)",1,0,1,1
"(93, 205)",0,1,1,0
"(94, 205)",1,1,0,1
"(95, 205)",1,0,1,1
"(96, 205)",0,1,1,1
"(97, 205)",1,1,1,1
"(98, 205)",0,0,1,1
"(99, 205)",1,1,1,0
"(100, 205)",1,0,0,1
"(101, 205)",0,1,1,1
"(102, 205)",1,1,1,0
"(103, 205)",1,1,0,0
"(104, 205)",1,1,0,1
"(105, 205)",1,1,1,1
"(106, 205)",1,0,1,1
"(107, 205)",1,1,1,1
"(108, 205)",1,0,1,1
"(109, 205)",0,1,1,1
"(110, 205)",1,0,1,1
"(111, 205)",1,0,1,1
"(112, 205)",1,1,1,1
"(113, 205)",0,1,1,1
"(114, 205)",1,1,1,1
"(115, 205)",1,1,1,0
"(116, 205)",1,1,0,1
"(117, 205)",1,0,1,0
"(118, 205)",1,0,0,1
"(119, 205)",0,1,1,0
"(120, 205)",0,1,0,1
"(121, 205)",1,1,1,1
"(122, 205)",1,1,1,0
"(123, 205)",1,1,0,1
"(124, 205)",1,0,1,1
"(125, 205)",0,1,1,1
"(126, 205)",1,1,1,1
"(127, 205)",0,1,1,1
"(128, 205)",1,1,1,1
"(129, 205)",1,0,1,0
"(130, 205)",1,1,0,0
"(131, 205)",1,1,0,0
"(132, 205)",1,1,0,0
"(133, 205)",1,0,0,1
"(134, 205)",1,1,1,0
"(135, 205)",1,0,0,1
"(136, 205)",0,1,1,0
"(137, 205)",0,1,0,1
"(138, 205)",1,1,1,0
"(139, 205)",1,0,0,1
"(140, 205)",0,1,1,1
"(141, 205)",1,0,1,1
"(142, 205)",1,1,1,0
"(143, 205)",1,1,0,0
"(144, 205)",1,1,0,1
"(145, 205)",0,1,1,1
"(146, 205)",1,0,1,1
"(147, 205)",0,1,1,0
"(148, 205)",1,1,0,1
"(149, 205)",0,0,1,1
"(150, 205)",1,1,1,1
"(151, 205)",0,0,1,1
"(152, 205)",1,1,1,0
"(153, 205)",1,1,0,1
"(154, 205)",1,0,1,1
"(155, 205)",0,1,1,1
"(156, 205)",0,0,1,1
"(157, 205)",1,1,1,1
"(158, 205)",0,0,1,1
"(159, 205)",1,1,1,0
"(160, 205)",1,1,0,1
"(161, 205)",1,1,1,1
"(162, 205)",1,0,1,1
"(163, 205)",1,1,1,1
"(164, 205)",0,1,1,0
"(165, 205)",1,1,0,1
"(166, 205)",0,1,1,1
"(167, 205)",1,1,1,0
"(168, 205)",1,1,0,0
"(169, 205)",1,1,0,1
"(170, 205)",0,0,1,1
"(171, 205)",1,0,1,1
"(172, 205)",0,1,1,0
"(173, 205)",1,0,0,1
"(174, 205)",1,1,1,1
"(175, 205)",1,0,1,1
"(176, 205)",0,1,1,1
"(177, 205)",0,0,1,1
"(178, 205)",0,1,1,1
"(179, 205)",1,0,1,1
"(180, 205)",0,1,1,1
"(181, 205)",1,1,1,1
"(182, 205)",0,0,1,1
"(183, 205)",0,1,1,1
"(184, 205)",1,0,1,1
"(185, 205)",0,1,1,0
"(186, 205)",1,1,0,1
"(187, 205)",1,1,1,0
"(188, 205)",1,0,0,1
"(189, 205)",1,0,1,0
"(190, 205)",0,1,0,1
"(191, 205)",1,0,1,1
"(192, 205)",0,1,1,1
"(193, 205)",1,1,1,0
"(194, 205)",1,1,0,0
"(195, 205)",1,1,0,1
"(196, 205)",1,0,1,1
"(197, 205)",1,1,1,1
"(198, 205)",0,1,1,1
"(199, 205)",0,1,1,1
"(200, 205)",0,0,1,1
"(201, 205)",1,0,1,0
"(202, 205)",1,1,0,0
"(203, 205)",0,1,0,1
"(204, 205)",0,0,1,1
"(205, 205)",1,1,1,0
"(206, 205)",1,0,0,1
"(207, 205)",1,1,1,0
"(208, 205)",1,1,0,1
"(209, 205)",0,0,1,1
"(210, 205)",1,0,1,1
"(211, 205)",0,1,1,1
"(212, 205)",1,0,1,1
"(213, 205)",0,0,1,1
"(214, 205)",1,1,1,1
"(215, 205)",0,0,1,1
"(216, 205)",1,1,1,1
"(217, 205)",1,1,1,0
"(218, 205)",0,1,0,0
"(219, 205)",1,1,0,0
"(220, 205)",1,1,0,1
"(221, 205)",1,1,1,0
"(222, 205)",1,1,0,1
"(223, 205)",1,0,1,1
"(224, 205)",0,1,1,1
"(225, 205)",1,0,1,1
"(226, 205)",0,1,1,0
"(227, 205)",1,1,0,0
"(228, 205)",1,0,0,1
"(229, 205)",1,1,1,0
"(230, 205)",0,0,0,1
"(231, 205)",1,1,1,1
"(232, 205)",0,0,1,0
"(233, 205)",1,1,0,0
"(234, 205)",1,1,0,1
"(235, 205)",1,1,1,0
"(236, 205)",1,1,0,1
"(237, 205)",0,1,1,0
"(238, 205)",1,1,0,1
"(239, 205)",1,1,1,1
"(240, 205)",0,0,1,1
"(241, 205)",0,1,1,1
"(242, 205)",1,0,1,1
"(243, 205)",1,1,1,0
"(244, 205)",0,1,0,0
"(245, 205)",1,1,0,1
"(246, 205)",1,1,1,0
"(247, 205)",1,1,0,1
"(248, 205)",0,1,1,0
"(249, 205)",1,0,0,1
"(250, 205)",1,1,1,0
"(1, 206)",0,1,0,1
"(2, 206)",1,0,1,0
"(3, 206)",0,1,0,1
"(4, 206)",1,0,1,1
"(5, 206)",1,1,1,1
"(6, 206)",0,1,1,1
"(7, 206)",1,0,1,1
"(8, 206)",0,1,1,1
"(9, 206)",1,1,1,0
"(10, 206)",1,1,0,1
"(11, 206)",1,1,1,0
"(12, 206)",1,0,0,1
"(13, 206)",0,1,1,0
"(14, 206)",0,1,0,1
"(15, 206)",0,0,1,1
"(16, 206)",1,1,1,0
"(17, 206)",1,1,0,1
"(18, 206)",1,0,1,1
"(19, 206)",1,0,1,1
"(20, 206)",1,0,1,1
"(21, 206)",1,1,1,0
"(22, 206)",1,1,0,0
"(23, 206)",1,0,0,1
"(24, 206)",0,1,1,0
"(25, 206)",1,0,0,1
"(26, 206)",0,1,1,0
"(27, 206)",1,1,0,0
"(28, 206)",1,1,0,1
"(29, 206)",0,1,1,0
"(30, 206)",0,1,0,1
"(31, 206)",1,1,1,0
"(32, 206)",1,1,0,1
"(33, 206)",0,0,1,1
"(34, 206)",1,1,1,0
"(35, 206)",1,1,0,1
"(36, 206)",0,0,1,1
"(37, 206)",1,1,1,1
"(38, 206)",0,1,1,1
"(39, 206)",1,1,1,1
"(40, 206)",1,1,1,0
"(41, 206)",1,1,0,0
"(42, 206)",1,1,0,1
"(43, 206)",0,1,1,1
"(44, 206)",1,0,1,1
"(45, 206)",0,1,1,1
"(46, 206)",1,0,1,1
"(47, 206)",1,1,1,1
"(48, 206)",0,0,1,1
"(49, 206)",1,1,1,1
"(50, 206)",0,1,1,0
"(51, 206)",1,1,0,0
"(52, 206)",1,1,0,1
"(53, 206)",0,1,1,1
"(54, 206)",1,1,1,1
"(55, 206)",1,1,1,0
"(56, 206)",1,0,0,1
"(57, 206)",0,1,1,1
"(58, 206)",0,0,1,1
"(59, 206)",1,0,1,1
"(60, 206)",0,1,1,1
"(61, 206)",1,0,1,0
"(62, 206)",1,0,0,1
"(63, 206)",1,0,1,0
"(64, 206)",1,1,0,1
"(65, 206)",1,0,1,1
"(66, 206)",1,1,1,0
"(67, 206)",1,1,0,0
"(68, 206)",1,1,0,0
"(69, 206)",1,1,0,0
"(70, 206)",1,1,0,1
"(71, 206)",0,0,1,1
"(72, 206)",0,0,1,1
"(73, 206)",1,1,1,0
"(74, 206)",1,1,0,0
"(75, 206)",0,1,0,1
"(76, 206)",1,0,1,1
"(77, 206)",0,1,1,1
"(78, 206)",0,0,1,1
"(79, 206)",1,1,1,1
"(80, 206)",1,1,1,0
"(81, 206)",1,1,0,0
"(82, 206)",1,1,0,1
"(83, 206)",0,0,1,1
"(84, 206)",0,1,1,1
"(85, 206)",1,1,1,0
"(86, 206)",1,1,0,0
"(87, 206)",1,0,0,1
"(88, 206)",1,1,1,1
"(89, 206)",0,1,1,0
"(90, 206)",1,1,0,1
"(91, 206)",1,1,1,0
"(92, 206)",1,1,0,1
"(93, 206)",1,0,1,0
"(94, 206)",1,1,0,0
"(95, 206)",1,1,0,0
"(96, 206)",0,0,0,1
"(97, 206)",1,1,1,0
"(98, 206)",1,0,0,1
"(99, 206)",0,1,1,1
"(100, 206)",1,1,1,0
"(101, 206)",0,0,0,1
"(102, 206)",1,1,1,1
"(103, 206)",0,1,1,1
"(104, 206)",1,1,1,0
"(105, 206)",1,1,0,0
"(106, 206)",1,1,0,0
"(107, 206)",1,1,0,0
"(108, 206)",1,1,0,1
"(109, 206)",0,0,1,1
"(110, 206)",1,1,1,0
"(111, 206)",1,1,0,0
"(112, 206)",0,1,0,1
"(113, 206)",1,0,1,0
